dateofrecord,country_code,country_name,dailydeceased,totaldeceased,dailyconfirmed,dailyrecovered,totalconfirmed,totalrecovered
2021-02-14,AE,United Arab Emirates,13,1014,3167,5059,348772,331839
2021-02-15,AE,United Arab Emirates,13,1027,3123,4892,351895,336731
2021-02-16,AE,United Arab Emirates,14,1041,3236,3634,355131,340365
2021-02-17,AE,United Arab Emirates,14,1055,3452,3570,358583,343935
2021-02-18,AE,United Arab Emirates,18,1073,3294,3431,361877,347366
2021-02-19,AE,United Arab Emirates,20,1093,3140,4349,365017,351715
2021-02-20,AE,United Arab Emirates,15,1108,3158,4298,368175,356013
2021-02-21,AE,United Arab Emirates,17,1125,2250,3684,370425,359697
2021-02-22,AE,United Arab Emirates,15,1140,2105,3355,372530,363052
2021-02-23,AE,United Arab Emirates,5,1145,3005,3515,375535,366567
2021-02-24,AE,United Arab Emirates,19,1164,3102,3814,378637,370381
2021-02-25,AE,United Arab Emirates,18,1182,3025,4678,381662,375059
2021-02-26,AE,United Arab Emirates,16,1198,3498,2478,385160,377537
2021-02-27,AE,United Arab Emirates,15,1213,3434,2171,388594,379708
2021-02-28,AE,United Arab Emirates,8,1221,2930,1517,391524,381225
2021-03-01,AE,United Arab Emirates,17,1238,2526,1107,394050,382332
2021-03-02,AE,United Arab Emirates,15,1253,2721,1666,396771,383998
2021-03-03,AE,United Arab Emirates,16,1269,2692,1589,399463,385587
2021-03-04,AE,United Arab Emirates,17,1286,2742,1691,402205,387278
2021-03-05,AE,United Arab Emirates,10,1296,3072,2026,405277,389304
2021-03-06,AE,United Arab Emirates,14,1310,2959,1901,408236,391205
2021-03-07,AE,United Arab Emirates,12,1322,2613,1587,410849,392792
2021-03-08,AE,United Arab Emirates,13,1335,2483,1857,413332,394649
2021-03-09,AE,United Arab Emirates,10,1345,2373,1784,415705,396433
2021-03-10,AE,United Arab Emirates,8,1353,2204,1693,417909,398126
2021-03-11,AE,United Arab Emirates,16,1369,2087,1677,419996,399803
2021-03-12,AE,United Arab Emirates,9,1378,2250,1736,422246,401539
2021-03-13,AE,United Arab Emirates,10,1388,2159,1939,424405,403478
2021-03-14,AE,United Arab Emirates,7,1395,1992,2169,426397,405647
2021-03-15,AE,United Arab Emirates,7,1402,1898,2438,428295,408085
2021-03-16,AE,United Arab Emirates,4,1406,2018,2651,430313,410736
2021-03-17,AE,United Arab Emirates,8,1414,2051,2741,432364,413477
2021-03-18,AE,United Arab Emirates,10,1424,2101,2628,434465,416105
2021-03-19,AE,United Arab Emirates,4,1428,2160,2391,436625,418496
2021-03-20,AE,United Arab Emirates,5,1433,2013,2240,438638,420736
2021-03-21,AE,United Arab Emirates,5,1438,1717,1960,440355,422696
2021-03-22,AE,United Arab Emirates,7,1445,1871,2144,442226,424840
2021-03-23,AE,United Arab Emirates,6,1451,2172,2348,444398,427188
2021-03-24,AE,United Arab Emirates,5,1456,2196,2385,446594,429573
2021-03-25,AE,United Arab Emirates,10,1466,2043,2200,448637,431773
2021-03-26,AE,United Arab Emirates,6,1472,2128,2262,450765,434035
2021-03-27,AE,United Arab Emirates,5,1477,2304,2428,453069,436463
2021-03-28,AE,United Arab Emirates,4,1481,2128,2243,455197,438706
2021-03-29,AE,United Arab Emirates,5,1486,1874,2025,457071,440731
2021-03-30,AE,United Arab Emirates,6,1492,2289,2422,459360,443153
2021-03-31,AE,United Arab Emirates,5,1497,2084,2202,461444,445355
2021-04-01,AE,United Arab Emirates,2,1499,2315,2435,463759,447790
2021-04-02,AE,United Arab Emirates,3,1502,2180,2321,465939,450111
2021-04-03,AE,United Arab Emirates,2,1504,2084,2210,468023,452321
2020-12-01,AU,Australia,0,908,11,3,27923,22423
2020-12-02,AU,Australia,0,908,16,8,27939,22431
2020-12-03,AU,Australia,0,908,10,12,27949,22443
2020-12-04,AU,Australia,0,908,7,5,27956,22448
2020-12-05,AU,Australia,0,908,9,5,27965,22453
2020-12-06,AU,Australia,0,908,7,3,27972,22456
2020-12-07,AU,Australia,0,908,15,4,27987,22460
2020-12-08,AU,Australia,0,908,6,1,27993,22461
2020-12-09,AU,Australia,0,908,7,12,28000,22473
2020-12-10,AU,Australia,0,908,11,1,28011,22474
2020-12-11,AU,Australia,0,908,14,6,28025,22480
2020-12-12,AU,Australia,0,908,5,4,28030,22484
2020-12-13,AU,Australia,0,908,7,1,28037,22485
2020-12-14,AU,Australia,0,908,11,13,28048,22498
2020-12-15,AU,Australia,0,908,12,0,28060,22498
2020-12-16,AU,Australia,0,908,12,6,28072,22504
2020-12-17,AU,Australia,0,908,21,3,28093,22507
2020-12-18,AU,Australia,0,908,33,1,28126,22508
2020-12-19,AU,Australia,0,908,42,4,28168,22512
2020-12-20,AU,Australia,0,908,30,5,28198,22517
2020-12-21,AU,Australia,0,908,21,7,28219,22524
2020-12-22,AU,Australia,0,908,18,2,28237,22526
2020-12-23,AU,Australia,0,908,25,4,28262,22530
2020-12-24,AU,Australia,0,908,12,2,28274,22532
2020-12-25,AU,Australia,0,908,23,3,28297,22535
2020-12-26,AU,Australia,0,908,11,1,28308,22536
2020-12-27,AU,Australia,1,909,29,3,28337,22539
2020-12-28,AU,Australia,0,909,12,15,28349,22554
2020-12-29,AU,Australia,0,909,32,4,28381,22558
2020-12-30,AU,Australia,0,909,24,6,28405,22564
2020-12-31,AU,Australia,0,909,20,1,28425,22565
2021-01-01,AU,Australia,0,909,35,8,28460,22573
2021-01-02,AU,Australia,0,909,24,8,28484,22581
2021-01-03,AU,Australia,0,909,20,0,28504,22581
2021-01-04,AU,Australia,0,909,13,7,28517,22588
2021-01-05,AU,Australia,0,909,19,4,28536,22592
2021-01-06,AU,Australia,0,909,10,8,28546,22600
2021-01-07,AU,Australia,0,909,25,6,28571,22606
2021-01-08,AU,Australia,0,909,11,0,28582,22606
2021-01-09,AU,Australia,0,909,13,6,28595,22612
2021-01-10,AU,Australia,0,909,19,9,28614,22621
2021-01-11,AU,Australia,0,909,20,6,28634,22627
2021-01-12,AU,Australia,0,909,16,16,28650,22643
2021-01-13,AU,Australia,0,909,10,7,28660,22650
2021-01-14,AU,Australia,0,909,9,7,28669,22657
2021-01-15,AU,Australia,0,909,20,11,28689,22668
2021-01-16,AU,Australia,0,909,19,16,28708,22684
2021-01-17,AU,Australia,0,909,13,8,28721,22692
2021-01-18,AU,Australia,0,909,10,6,28731,22698
2021-01-19,AU,Australia,0,909,9,11,28740,22709
2021-01-20,AU,Australia,0,909,9,7,28749,22716
2021-01-21,AU,Australia,0,909,6,9,28755,22725
2021-01-22,AU,Australia,0,909,5,10,28760,22735
2021-01-23,AU,Australia,0,909,6,13,28766,22748
2021-01-24,AU,Australia,0,909,11,11,28777,22759
2021-01-25,AU,Australia,0,909,3,2,28780,22761
2021-01-26,AU,Australia,0,909,6,5,28786,22766
2021-01-27,AU,Australia,0,909,8,13,28794,22779
2021-01-28,AU,Australia,0,909,5,2,28799,22781
2021-01-29,AU,Australia,0,909,7,10,28806,22791
2021-01-30,AU,Australia,0,909,5,11,28811,22802
2021-01-31,AU,Australia,0,909,7,3,28818,22805
2021-02-01,AU,Australia,0,909,5,3,28823,22808
2021-02-02,AU,Australia,0,909,6,6,28829,22814
2021-02-03,AU,Australia,0,909,9,8,28838,22822
2021-02-04,AU,Australia,0,909,4,0,28842,22822
2021-02-05,AU,Australia,0,909,6,3,28848,22825
2021-02-06,AU,Australia,0,909,3,2,28851,22827
2021-02-07,AU,Australia,0,909,6,3,28857,22830
2021-02-08,AU,Australia,0,909,3,7,28860,22837
2021-02-09,AU,Australia,0,909,11,7,28871,22844
2021-02-10,AU,Australia,0,909,8,2,28879,22846
2021-02-11,AU,Australia,0,909,8,4,28887,22850
2021-02-12,AU,Australia,0,909,5,4,28892,22854
2021-02-13,AU,Australia,0,909,6,4,28898,22858
2021-02-14,AU,Australia,0,909,2,6,28900,22864
2021-02-15,AU,Australia,0,909,5,2,28905,22866
2021-02-16,AU,Australia,0,909,6,4,28911,22870
2021-02-17,AU,Australia,0,909,1,1,28912,22871
2021-02-18,AU,Australia,0,909,6,3,28918,22874
2021-02-19,AU,Australia,0,909,2,5,28920,22879
2021-02-20,AU,Australia,0,909,6,2,28926,22881
2021-02-21,AU,Australia,0,909,4,1,28930,22882
2021-02-22,AU,Australia,0,909,7,3,28937,22885
2021-02-23,AU,Australia,0,909,2,7,28939,22892
2021-02-24,AU,Australia,0,909,8,5,28947,22897
2021-02-25,AU,Australia,0,909,10,3,28957,22900
2021-02-26,AU,Australia,0,909,8,2,28965,22902
2021-02-27,AU,Australia,0,909,5,1,28970,22903
2021-02-28,AU,Australia,0,909,8,6,28978,22909
2021-03-01,AU,Australia,0,909,8,5,28986,22914
2021-03-02,AU,Australia,0,909,10,3,28996,22917
2021-03-03,AU,Australia,0,909,11,3,29007,22920
2021-03-04,AU,Australia,0,909,14,4,29021,22924
2021-03-05,AU,Australia,0,909,8,2,29029,22926
2021-03-06,AU,Australia,0,909,5,2,29034,22928
2021-03-07,AU,Australia,0,909,12,1,29046,22929
2021-03-08,AU,Australia,0,909,15,2,29061,22931
2021-03-09,AU,Australia,0,909,13,5,29074,22936
2021-03-10,AU,Australia,0,909,16,9,29090,22945
2021-03-11,AU,Australia,0,909,12,4,29102,22949
2021-03-12,AU,Australia,0,909,10,3,29112,22952
2021-03-13,AU,Australia,0,909,5,5,29117,22957
2021-03-14,AU,Australia,0,909,13,0,29130,22957
2021-03-15,AU,Australia,0,909,7,1,29137,22958
2021-03-16,AU,Australia,0,909,17,2,29154,22960
2021-03-17,AU,Australia,0,909,12,2,29166,22962
2021-03-18,AU,Australia,0,909,17,1,29183,22963
2021-03-19,AU,Australia,0,909,9,2,29192,22965
2021-03-20,AU,Australia,0,909,4,1,29196,22966
2021-03-21,AU,Australia,0,909,10,5,29206,22971
2021-03-22,AU,Australia,0,909,5,6,29211,22977
2021-03-23,AU,Australia,0,909,10,5,29221,22982
2021-03-24,AU,Australia,0,909,9,6,29230,22988
2021-03-25,AU,Australia,0,909,9,3,29239,22991
2021-03-26,AU,Australia,0,909,13,3,29252,22994
2021-03-27,AU,Australia,0,909,7,2,29259,22996
2021-03-28,AU,Australia,0,909,17,8,29276,23004
2021-03-29,AU,Australia,0,909,20,1,29296,23005
2021-03-30,AU,Australia,0,909,8,0,29304,23005
2021-03-31,AU,Australia,0,909,18,7,29322,23012
2021-04-01,AU,Australia,0,909,11,2,29333,23014
2021-04-02,AU,Australia,0,909,8,11,29341,23025
2021-04-03,AU,Australia,0,909,7,2,29348,23027
2020-12-01,AT,Austria,141,3325,3033,5805,285489,227497
2020-12-02,AT,Austria,121,3446,3972,6160,289461,233657
2020-12-03,AT,Austria,92,3538,3969,4470,293430,238127
2020-12-04,AT,Austria,113,3651,3815,5648,297245,243775
2020-12-05,AT,Austria,106,3757,3444,5666,300689,249441
2020-12-06,AT,Austria,83,3840,2741,3324,303430,252765
2020-12-07,AT,Austria,57,3897,2263,4046,305693,256811
2020-12-08,AT,Austria,105,4002,2377,5503,308070,262314
2020-12-09,AT,Austria,54,4056,2932,3501,311002,265815
2020-12-10,AT,Austria,107,4163,2686,3850,313688,269665
2020-12-11,AT,Austria,126,4289,2893,3838,316581,273503
2020-12-12,AT,Austria,126,4415,3241,4380,319822,277883
2020-12-13,AT,Austria,58,4473,2641,3223,322463,281106
2020-12-14,AT,Austria,57,4530,2588,3068,325051,284174
2020-12-15,AT,Austria,118,4648,2628,3576,327679,287750
2020-12-16,AT,Austria,116,4764,2664,3292,330343,291042
2020-12-17,AT,Austria,218,4982,2485,3273,332828,294315
2020-12-18,AT,Austria,145,5127,2085,3109,334913,297424
2020-12-19,AT,Austria,82,5209,2296,3187,337209,300611
2020-12-20,AT,Austria,142,5351,1645,2602,338854,303213
2020-12-21,AT,Austria,84,5435,1519,2445,340373,305658
2020-12-22,AT,Austria,105,5540,1853,3937,342226,309595
2020-12-23,AT,Austria,114,5654,2131,3326,344357,312921
2020-12-24,AT,Austria,91,5745,2847,3031,347204,315952
2020-12-25,AT,Austria,38,5783,1851,2202,349055,318154
2020-12-26,AT,Austria,60,5843,1429,2599,350484,320753
2020-12-27,AT,Austria,38,5881,1408,2249,351892,323002
2020-12-28,AT,Austria,50,5931,1592,3766,353484,326768
2020-12-29,AT,Austria,128,6059,1868,2206,355352,328974
2020-12-30,AT,Austria,90,6149,2550,2016,357902,330990
2020-12-31,AT,Austria,73,6222,2913,1962,360815,332952
2021-01-01,AT,Austria,39,6261,2096,1949,362911,334901
2021-01-02,AT,Austria,14,6275,1391,2021,364302,336922
2021-01-03,AT,Austria,49,6324,1466,1909,365768,338831
2021-01-04,AT,Austria,33,6357,1642,1442,367410,340273
2021-01-05,AT,Austria,100,6457,2311,2766,369721,343039
2021-01-06,AT,Austria,68,6525,2469,1935,372190,344974
2021-01-07,AT,Austria,43,6568,2540,1927,374730,346901
2021-01-08,AT,Austria,73,6641,2063,2314,376793,349215
2021-01-09,AT,Austria,46,6687,2278,2167,379071,351382
2021-01-10,AT,Austria,36,6723,1651,2367,380722,353749
2021-01-11,AT,Austria,24,6747,1536,1781,382258,355530
2021-01-12,AT,Austria,72,6819,1575,2032,383833,357562
2021-01-13,AT,Austria,49,6868,1917,2130,385750,359692
2021-01-14,AT,Austria,53,6921,3510,3239,389260,362931
2021-01-15,AT,Austria,66,6987,1528,2283,390788,365214
2021-01-16,AT,Austria,66,7053,1723,2571,392511,367785
2021-01-17,AT,Austria,29,7082,1267,1433,393778,369218
2021-01-18,AT,Austria,40,7122,1161,1647,394939,370865
2021-01-19,AT,Austria,77,7199,1486,2225,396425,373090
2021-01-20,AT,Austria,38,7237,1671,1734,398096,374824
2021-01-21,AT,Austria,51,7288,1702,1536,399798,376360
2021-01-22,AT,Austria,42,7330,2088,2048,401886,378408
2021-01-23,AT,Austria,59,7389,1626,1840,403512,380248
2021-01-24,AT,Austria,29,7418,1202,1406,404714,381654
2021-01-25,AT,Austria,33,7451,1009,1546,405723,383200
2021-01-26,AT,Austria,64,7515,1417,1726,407140,384926
2021-01-27,AT,Austria,49,7564,1641,1425,408781,386351
2021-01-28,AT,Austria,43,7607,1449,1436,410230,387787
2021-01-29,AT,Austria,51,7658,1500,1689,411730,389476
2021-01-30,AT,Austria,45,7703,1478,1600,413208,391076
2021-01-31,AT,Austria,18,7721,1190,1421,414398,392497
2021-02-01,AT,Austria,57,7778,1124,1250,415522,393747
2021-02-02,AT,Austria,69,7847,1241,1569,416763,395316
2021-02-03,AT,Austria,55,7902,1520,1393,418283,396709
2021-02-04,AT,Austria,34,7936,1518,1201,419801,397910
2021-02-05,AT,Austria,37,7973,1388,1419,421189,399329
2021-02-06,AT,Austria,21,7994,1333,1522,422522,400851
2021-02-07,AT,Austria,18,8012,1317,1202,423839,402053
2021-02-08,AT,Austria,20,8032,1057,1249,424896,403302
2021-02-09,AT,Austria,39,8071,1197,1374,426093,404676
2021-02-10,AT,Austria,43,8114,1469,1245,427562,405921
2021-02-11,AT,Austria,24,8138,1577,1234,429139,407155
2021-02-12,AT,Austria,32,8170,1731,1271,430870,408426
2021-02-13,AT,Austria,25,8195,1433,1451,432303,409877
2021-02-14,AT,Austria,16,8211,1184,1322,433487,411199
2021-02-15,AT,Austria,10,8221,1225,1258,434712,412457
2021-02-16,AT,Austria,39,8260,1427,1451,436139,413908
2021-02-17,AT,Austria,30,8290,1735,1313,437874,415221
2021-02-18,AT,Austria,22,8312,1967,1210,439841,416431
2021-02-19,AT,Austria,36,8348,1818,1223,441659,417654
2021-02-20,AT,Austria,20,8368,1877,1629,443536,419283
2021-02-21,AT,Austria,18,8386,1838,1226,445374,420509
2021-02-22,AT,Austria,11,8397,1270,1302,446644,421811
2021-02-23,AT,Austria,37,8434,1727,1203,448371,423014
2021-02-24,AT,Austria,36,8470,2005,1334,450376,424348
2021-02-25,AT,Austria,23,8493,2391,1438,452767,425786
2021-02-26,AT,Austria,22,8515,2093,1471,454860,427257
2021-02-27,AT,Austria,23,8538,2457,1647,457317,428904
2021-02-28,AT,Austria,23,8561,2123,1511,459440,430415
2021-03-01,AT,Austria,13,8574,1409,1601,460849,432016
2021-03-02,AT,Austria,31,8605,1920,1857,462769,433873
2021-03-03,AT,Austria,20,8625,2553,1796,465322,435669
2021-03-04,AT,Austria,27,8652,2324,1533,467646,437202
2021-03-05,AT,Austria,17,8669,2668,1899,470314,439101
2021-03-06,AT,Austria,25,8694,2557,2208,472871,441309
2021-03-07,AT,Austria,19,8713,2199,1843,475070,443152
2021-03-08,AT,Austria,19,8732,1910,1880,476980,445032
2021-03-09,AT,Austria,25,8757,2411,2009,479391,447041
2021-03-10,AT,Austria,19,8776,2528,2012,481919,449053
2021-03-11,AT,Austria,22,8798,2997,1809,484916,450862
2021-03-12,AT,Austria,33,8831,3126,2216,488042,453078
2021-03-13,AT,Austria,25,8856,3023,2193,491065,455271
2021-03-14,AT,Austria,17,8873,2503,1995,493568,457266
2021-03-15,AT,Austria,19,8892,1896,2022,495464,459288
2021-03-16,AT,Austria,33,8925,2425,2371,497889,461659
2021-03-17,AT,Austria,31,8956,3335,2055,501224,463714
2021-03-18,AT,Austria,26,8982,3357,2270,504581,465984
2021-03-19,AT,Austria,42,9024,3515,2291,508096,468275
2021-03-20,AT,Austria,28,9052,3344,2409,511440,470684
2021-03-21,AT,Austria,22,9074,2713,2673,514153,473357
2021-03-22,AT,Austria,15,9089,2412,1870,516565,475227
2021-03-23,AT,Austria,32,9121,3415,2713,519980,477940
2021-03-24,AT,Austria,30,9151,3289,2657,523269,480597
2021-03-25,AT,Austria,27,9178,3124,2863,526393,483460
2021-03-26,AT,Austria,22,9200,3895,2628,530288,486088
2021-03-27,AT,Austria,31,9231,3498,2876,533786,488964
2021-03-28,AT,Austria,25,9256,2679,2655,536465,491619
2021-03-29,AT,Austria,19,9275,3076,2758,539541,494377
2021-03-30,AT,Austria,33,9308,3001,3439,542542,497816
2021-03-31,AT,Austria,31,9339,3687,3300,546229,501116
2021-04-01,AT,Austria,29,9368,3363,2613,549592,503729
2021-04-02,AT,Austria,29,9397,3137,2946,552729,506675
2021-04-03,AT,Austria,37,9434,3283,2875,556012,509550
2020-12-01,BE,Belgium,141,16786,1867,0,579212,0
2020-12-02,BE,Belgium,125,16911,3040,0,582252,0
2020-12-03,BE,Belgium,122,17033,2605,0,584857,0
2020-12-04,BE,Belgium,109,17142,2582,0,587439,0
2020-12-05,BE,Belgium,112,17254,2503,0,589942,0
2020-12-06,BE,Belgium,66,17320,1814,0,591756,0
2020-12-07,BE,Belgium,66,17386,859,0,592615,0
2020-12-08,BE,Belgium,121,17507,1957,0,594572,0
2020-12-09,BE,Belgium,96,17603,3071,0,597643,0
2020-12-10,BE,Belgium,89,17692,2754,0,600397,0
2020-12-11,BE,Belgium,0,17692,0,0,600397,0
2020-12-12,BE,Belgium,100,17792,2762,0,603159,0
2020-12-13,BE,Belgium,159,17951,4978,0,608137,0
2020-12-14,BE,Belgium,103,18054,1074,0,609211,0
2020-12-15,BE,Belgium,124,18178,2211,0,611422,0
2020-12-16,BE,Belgium,100,18278,3636,0,615058,0
2020-12-17,BE,Belgium,93,18371,3146,0,618204,0
2020-12-18,BE,Belgium,84,18455,2835,0,621039,0
2020-12-19,BE,Belgium,90,18545,2721,0,623760,0
2020-12-20,BE,Belgium,81,18626,2170,0,625930,0
2020-12-21,BE,Belgium,71,18697,981,0,626911,0
2020-12-22,BE,Belgium,124,18821,2198,0,629109,0
2020-12-23,BE,Belgium,118,18939,3212,0,632321,0
2020-12-24,BE,Belgium,99,19038,2583,0,634904,0
2020-12-25,BE,Belgium,51,19089,2342,0,637246,0
2020-12-26,BE,Belgium,69,19158,784,0,638030,0
2020-12-27,BE,Belgium,42,19200,847,0,638877,0
2020-12-28,BE,Belgium,34,19234,857,0,639734,0
2020-12-29,BE,Belgium,127,19361,1677,0,641411,0
2020-12-30,BE,Belgium,80,19441,2831,0,644242,0
2020-12-31,BE,Belgium,87,19528,2254,0,646496,0
2021-01-01,BE,Belgium,53,19581,1793,0,648289,0
2021-01-02,BE,Belgium,63,19644,880,0,649169,0
2021-01-03,BE,Belgium,57,19701,842,0,650011,0
2021-01-04,BE,Belgium,49,19750,876,0,650887,0
2021-01-05,BE,Belgium,77,19827,1848,0,652735,0
2021-01-06,BE,Belgium,56,19883,2997,0,655732,0
2021-01-07,BE,Belgium,53,19936,2923,0,658655,0
2021-01-08,BE,Belgium,56,19992,2048,0,660703,0
2021-01-09,BE,Belgium,46,20038,1991,0,662694,0
2021-01-10,BE,Belgium,40,20078,1569,0,664263,0
2021-01-11,BE,Belgium,44,20122,960,0,665223,0
2021-01-12,BE,Belgium,72,20194,2099,0,667322,0
2021-01-13,BE,Belgium,56,20250,2927,0,670249,0
2021-01-14,BE,Belgium,44,20294,2637,0,672886,0
2021-01-15,BE,Belgium,58,20352,2203,0,675089,0
2021-01-16,BE,Belgium,44,20396,2120,0,677209,0
2021-01-17,BE,Belgium,39,20435,1630,0,678839,0
2021-01-18,BE,Belgium,37,20472,932,0,679771,0
2021-01-19,BE,Belgium,82,20554,1479,0,681250,0
2021-01-20,BE,Belgium,18,20572,3006,0,684256,0
2021-01-21,BE,Belgium,48,20620,2571,0,686827,0
2021-01-22,BE,Belgium,55,20675,2444,0,689271,0
2021-01-23,BE,Belgium,51,20726,2583,0,691854,0
2021-01-24,BE,Belgium,53,20779,1812,0,693666,0
2021-01-25,BE,Belgium,35,20814,1192,0,694858,0
2021-01-26,BE,Belgium,65,20879,1784,0,696642,0
2021-01-27,BE,Belgium,54,20933,3020,0,699662,0
2021-01-28,BE,Belgium,49,20982,2775,0,702437,0
2021-01-29,BE,Belgium,36,21018,2683,0,705120,0
2021-01-30,BE,Belgium,48,21066,2717,0,707837,0
2021-01-31,BE,Belgium,26,21092,2316,0,710153,0
2021-02-01,BE,Belgium,32,21124,1264,0,711417,0
2021-02-02,BE,Belgium,49,21173,1854,0,713271,0
2021-02-03,BE,Belgium,43,21216,3124,0,716395,0
2021-02-04,BE,Belgium,44,21260,2452,0,718847,0
2021-02-05,BE,Belgium,35,21295,2585,0,721432,0
